prob_num,title,href,paywall,acceptance_rate,difficulty,uplikes,downlikes,verbosity,category
558,Logical OR of Two Binary Grids Represented as Quad-Trees,/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,free,47.1%,Medium,126,405,1232,ALG
559,Maximum Depth of N-ary Tree,/problems/maximum-depth-of-n-ary-tree,free,70.9%,Easy,1921,68,303,ALG
560,Subarray Sum Equals K,/problems/subarray-sum-equals-k,free,44.2%,Medium,12475,399,109,ALG
561,Array Partition I,/problems/array-partition-i,free,75.4%,Easy,742,126,194,ALG
562,Longest Line of Consecutive One in Matrix,/problems/longest-line-of-consecutive-one-in-matrix,premium,49.0%,Medium,677,97,172,ALG
563,Binary Tree Tilt,/problems/binary-tree-tilt,free,58.3%,Easy,1573,1896,368,ALG
564,Find the Closest Palindrome,/problems/find-the-closest-palindrome,free,21.1%,Hard,465,1100,239,ALG
565,Array Nesting,/problems/array-nesting,free,56.3%,Medium,1815,138,269,ALG
566,Reshape the Matrix,/problems/reshape-the-matrix,free,62.3%,Easy,2063,235,570,ALG
567,Permutation in String,/problems/permutation-in-string,free,45.0%,Medium,5482,158,175,ALG
568,Maximum Vacation Days,/problems/maximum-vacation-days,premium,44.3%,Hard,497,91,511,ALG
569,Median Employee Salary,/problems/median-employee-salary,premium,66.5%,Hard,224,120,242,DB
570,Managers with at Least 5 Direct Reports,/problems/managers-with-at-least-5-direct-reports,premium,67.0%,Medium,210,29,180,DB
571,Find Median Given Frequency of Numbers,/problems/find-median-given-frequency-of-numbers,premium,44.7%,Hard,215,62,306,DB
572,Subtree of Another Tree,/problems/subtree-of-another-tree,free,45.2%,Easy,4977,257,339,ALG
573,Squirrel Simulation,/problems/squirrel-simulation,premium,54.7%,Medium,305,32,389,ALG
574,Winning Candidate,/problems/winning-candidate,premium,57.8%,Medium,125,378,278,DB
575,Distribute Candies,/problems/distribute-candies,free,65.5%,Easy,920,1134,516,ALG
576,Out of Boundary Paths,/problems/out-of-boundary-paths,free,40.0%,Medium,1448,182,474,ALG
577,Employee Bonus,/problems/employee-bonus,premium,74.7%,Easy,154,88,216,DB
578,Get Highest Answer Rate Question,/problems/get-highest-answer-rate-question,premium,42.9%,Medium,84,795,384,DB
579,Find Cumulative Salary of an Employee,/problems/find-cumulative-salary-of-an-employee,premium,42.4%,Hard,171,372,363,DB
580,Count Student Number in Departments,/problems/count-student-number-in-departments,premium,56.3%,Medium,180,30,403,DB
581,Shortest Unsorted Continuous Subarray,/problems/shortest-unsorted-continuous-subarray,free,34.1%,Medium,4872,200,237,ALG
582,Kill Process,/problems/kill-process,premium,66.6%,Medium,868,17,639,ALG
583,Delete Operation for Two Strings,/problems/delete-operation-for-two-strings,free,55.4%,Medium,2653,43,179,ALG
584,Find Customer Referee,/problems/find-customer-referee,premium,76.4%,Easy,138,81,207,DB
585,Investments in 2016,/problems/investments-in-2016,premium,55.3%,Medium,189,192,217,DB
586,Customer Placing the Largest Number of Orders,/problems/customer-placing-the-largest-number-of-orders,premium,74.9%,Easy,198,16,410,DB
587,Erect the Fence,/problems/erect-the-fence,free,43.2%,Hard,545,339,338,ALG
588,Design In-Memory File System,/problems/design-in-memory-file-system,premium,48.3%,Hard,993,119,95,ALG
589,N-ary Tree Preorder Traversal,/problems/n-ary-tree-preorder-traversal,free,75.9%,Easy,1638,77,299,ALG
590,N-ary Tree Postorder Traversal,/problems/n-ary-tree-postorder-traversal,free,76.0%,Easy,1525,80,300,ALG
591,Tag Validator,/problems/tag-validator,free,36.3%,Hard,130,552,175,ALG
592,Fraction Addition and Subtraction,/problems/fraction-addition-and-subtraction,free,51.7%,Medium,300,431,336,ALG
593,Valid Square,/problems/valid-square,free,43.8%,Medium,666,738,309,ALG
594,Longest Harmonious Subsequence,/problems/longest-harmonious-subsequence,free,52.6%,Easy,1505,147,401,ALG
595,Big Countries,/problems/big-countries,free,77.8%,Easy,708,871,202,DB
596,Classes More Than 5 Students,/problems/classes-more-than-5-students,free,41.9%,Easy,411,901,181,DB
597,Friend Requests I: Overall Acceptance Rate,/problems/friend-requests-i-overall-acceptance-rate,premium,42.6%,Easy,231,567,298,DB
598,Range Addition II,/problems/range-addition-ii,free,54.6%,Easy,635,797,290,ALG
599,Minimum Index Sum of Two Lists,/problems/minimum-index-sum-of-two-lists,free,52.8%,Easy,1137,317,355,ALG
600,Non-negative Integers without Consecutive Ones,/problems/non-negative-integers-without-consecutive-ones,free,38.7%,Hard,1040,113,143,ALG
601,Human Traffic of Stadium,/problems/human-traffic-of-stadium,free,49.3%,Hard,329,474,286,DB
602,Friend Requests II: Who Has the Most Friends,/problems/friend-requests-ii-who-has-the-most-friends,premium,60.5%,Medium,242,70,375,DB
603,Consecutive Available Seats,/problems/consecutive-available-seats,premium,67.7%,Easy,447,39,291,DB
604,Design Compressed String Iterator,/problems/design-compressed-string-iterator,premium,39.0%,Easy,352,122,285,ALG
605,Can Place Flowers,/problems/can-place-flowers,free,33.0%,Easy,2800,637,358,ALG
606,Construct String from Binary Tree,/problems/construct-string-from-binary-tree,free,57.5%,Easy,1320,1693,297,ALG
607,Sales Person,/problems/sales-person,premium,68.0%,Easy,236,46,268,DB
608,Tree Node,/problems/tree-node,premium,71.3%,Medium,322,31,231,DB
609,Find Duplicate File in System,/problems/find-duplicate-file-in-system,free,63.7%,Medium,801,909,848,ALG
610,Triangle Judgement,/problems/triangle-judgement,premium,70.8%,Easy,207,46,196,DB
611,Valid Triangle Number,/problems/valid-triangle-number,free,49.6%,Medium,2371,145,151,ALG
612,Shortest Distance in a Plane,/problems/shortest-distance-in-a-plane,premium,63.0%,Medium,163,61,296,DB
613,Shortest Distance in a Line,/problems/shortest-distance-in-a-line,premium,81.0%,Easy,242,34,253,DB
614,Second Degree Follower,/problems/second-degree-follower,premium,35.3%,Medium,116,692,257,DB
615,Average Salary: Departments VS Company,/problems/average-salary-departments-vs-company,premium,56.0%,Hard,171,58,271,DB
616,Add Bold Tag in String,/problems/add-bold-tag-in-string,premium,47.9%,Medium,889,147,467,ALG
617,Merge Two Binary Trees,/problems/merge-two-binary-trees,free,77.7%,Easy,6273,240,500,ALG
618,Students Report By Geography,/problems/students-report-by-geography,premium,63.2%,Hard,118,130,585,DB
619,Biggest Single Number,/problems/biggest-single-number,premium,47.3%,Easy,115,104,241,DB
620,Not Boring Movies,/problems/not-boring-movies,free,72.4%,Easy,467,361,230,DB
621,Task Scheduler,/problems/task-scheduler,free,54.3%,Medium,6166,1176,580,ALG
622,Design Circular Queue,/problems/design-circular-queue,free,48.5%,Medium,1602,165,741,ALG
623,Add One Row to Tree,/problems/add-one-row-to-tree,free,53.8%,Medium,1225,170,180,ALG
624,Maximum Distance in Arrays,/problems/maximum-distance-in-arrays,premium,41.5%,Medium,594,61,296,ALG
625,Minimum Factorization,/problems/minimum-factorization,premium,33.2%,Medium,118,98,198,ALG
626,Exchange Seats,/problems/exchange-seats,free,69.0%,Medium,641,351,270,DB
627,Swap Salary,/problems/swap-salary,free,79.8%,Easy,800,412,338,DB
628,Maximum Product of Three Numbers,/problems/maximum-product-of-three-numbers,free,46.8%,Easy,2547,515,104,ALG
629,K Inverse Pairs Array,/problems/k-inverse-pairs-array,free,37.2%,Hard,746,108,322,ALG
630,Course Schedule III,/problems/course-schedule-iii,free,35.6%,Hard,1865,53,391,ALG
631,Design Excel Sum Formula,/problems/design-excel-sum-formula,premium,41.2%,Hard,172,210,180,ALG
632,Smallest Range Covering Elements from K Lists,/problems/smallest-range-covering-elements-from-k-lists,free,58.1%,Hard,2048,35,244,ALG
633,Sum of Square Numbers,/problems/sum-of-square-numbers,free,34.5%,Medium,1289,456,99,ALG
634,Find the Derangement of An Array,/problems/find-the-derangement-of-an-array,premium,41.1%,Medium,164,132,361,ALG
635,Design Log Storage System,/problems/design-log-storage-system,premium,62.2%,Medium,413,170,275,ALG
636,Exclusive Time of Functions,/problems/exclusive-time-of-functions,free,59.9%,Medium,1562,2336,1295,ALG
637,Average of Levels in Binary Tree,/problems/average-of-levels-in-binary-tree,free,68.4%,Easy,2856,230,0,ALG
638,Shopping Offers,/problems/shopping-offers,free,54.5%,Medium,964,624,904,ALG
639,Decode Ways II,/problems/decode-ways-ii,free,30.3%,Hard,1026,740,939,ALG
640,Solve the Equation,/problems/solve-the-equation,free,43.3%,Medium,362,685,416,ALG
641,Design Circular Deque,/problems/design-circular-deque,free,57.2%,Medium,661,55,106,ALG
642,Design Search Autocomplete System,/problems/design-search-autocomplete-system,premium,48.1%,Hard,1712,118,562,ALG
643,Maximum Average Subarray I,/problems/maximum-average-subarray-i,free,43.4%,Easy,1516,156,259,ALG
644,Maximum Average Subarray II,/problems/maximum-average-subarray-ii,premium,35.2%,Hard,528,59,275,ALG
645,Set Mismatch,/problems/set-mismatch,free,41.2%,Easy,1793,549,455,ALG
646,Maximum Length of Pair Chain,/problems/maximum-length-of-pair-chain,free,55.5%,Medium,2134,100,332,ALG
647,Palindromic Substrings,/problems/palindromic-substrings,free,64.4%,Medium,6035,154,205,ALG
648,Replace Words,/problems/replace-words,free,61.8%,Medium,1447,150,573,ALG
649,Dota2 Senate,/problems/dota2-senate,free,39.9%,Medium,414,300,962,ALG
650,2 Keys Keyboard,/problems/2-keys-keyboard,free,52.2%,Medium,2413,158,236,ALG
651,4 Keys Keyboard,/problems/4-keys-keyboard,premium,54.0%,Medium,495,70,176,ALG
652,Find Duplicate Subtrees,/problems/find-duplicate-subtrees,free,55.6%,Medium,3063,292,239,ALG
653,Two Sum IV - Input is a BST,/problems/two-sum-iv-input-is-a-bst,free,58.6%,Easy,3436,195,162,ALG
654,Maximum Binary Tree,/problems/maximum-binary-tree,free,83.4%,Medium,3489,294,190,ALG
655,Print Binary Tree,/problems/print-binary-tree,free,59.4%,Medium,164,187,237,ALG
656,Coin Path,/problems/coin-path,premium,31.2%,Hard,218,97,984,ALG
657,Robot Return to Origin,/problems/robot-return-to-origin,free,75.0%,Easy,1638,713,692,ALG
658,Find K Closest Elements,/problems/find-k-closest-elements,free,44.4%,Medium,4010,409,206,ALG
659,Split Array into Consecutive Subsequences,/problems/split-array-into-consecutive-subsequences,free,45.5%,Medium,2060,544,552,ALG
660,Remove 9,/problems/remove-9,premium,55.5%,Hard,133,167,232,ALG
661,Image Smoother,/problems/image-smoother,free,54.0%,Easy,374,1565,525,ALG
662,Maximum Width of Binary Tree,/problems/maximum-width-of-binary-tree,free,40.1%,Medium,4345,700,500,ALG
663,Equal Tree Partition,/problems/equal-tree-partition,premium,41.2%,Medium,421,32,169,ALG
664,Strange Printer,/problems/strange-printer,free,45.6%,Hard,805,76,153,ALG
665,Non-decreasing Array,/problems/non-decreasing-array,free,21.5%,Medium,3541,662,245,ALG
666,Path Sum IV,/problems/path-sum-iv,premium,58.5%,Medium,277,368,394,ALG
667,Beautiful Arrangement II,/problems/beautiful-arrangement-ii,free,59.3%,Medium,646,952,228,ALG
668,Kth Smallest Number in Multiplication Table,/problems/kth-smallest-number-in-multiplication-table,free,50.9%,Hard,1569,44,252,ALG
669,Trim a Binary Search Tree,/problems/trim-a-binary-search-tree,free,64.6%,Medium,3541,217,474,ALG
670,Maximum Swap,/problems/maximum-swap,free,47.4%,Medium,2375,137,145,ALG
671,Second Minimum Node In a Binary Tree,/problems/second-minimum-node-in-a-binary-tree,free,43.5%,Easy,1170,1435,523,ALG
672,Bulb Switcher II,/problems/bulb-switcher-ii,free,50.8%,Medium,28,63,422,ALG
673,Number of Longest Increasing Subsequence,/problems/number-of-longest-increasing-subsequence,free,40.6%,Medium,3270,162,137,ALG
674,Longest Continuous Increasing Subsequence,/problems/longest-continuous-increasing-subsequence,free,48.2%,Easy,1615,162,361,ALG
675,Cut Off Trees for Golf Event,/problems/cut-off-trees-for-golf-event,free,35.4%,Hard,878,505,689,ALG
676,Implement Magic Dictionary,/problems/implement-magic-dictionary,free,56.5%,Medium,979,178,247,ALG
677,Map Sum Pairs,/problems/map-sum-pairs,free,57.0%,Medium,1181,122,76,ALG
678,Valid Parenthesis String,/problems/valid-parenthesis-string,free,33.1%,Medium,3233,80,146,ALG
679,24 Game,/problems/24-game,free,48.6%,Hard,1153,215,414,ALG
680,Valid Palindrome II,/problems/valid-palindrome-ii,free,38.5%,Easy,4169,249,102,ALG
681,Next Closest Time,/problems/next-closest-time,premium,46.5%,Medium,654,955,295,ALG
682,Baseball Game,/problems/baseball-game,free,69.4%,Easy,983,1357,401,ALG
683,K Empty Slots,/problems/k-empty-slots,premium,36.7%,Hard,720,650,525,ALG
684,Redundant Connection,/problems/redundant-connection,free,61.0%,Medium,3490,280,612,ALG
685,Redundant Connection II,/problems/redundant-connection-ii,free,33.7%,Hard,1506,264,867,ALG
686,Repeated String Match,/problems/repeated-string-match,free,33.5%,Medium,1365,892,316,ALG
687,Longest Univalue Path,/problems/longest-univalue-path,free,39.2%,Medium,2983,604,259,ALG
688,Knight Probability in Chessboard,/problems/knight-probability-in-chessboard,free,51.5%,Medium,1876,285,718,ALG
689,Maximum Sum of 3 Non-Overlapping Subarrays,/problems/maximum-sum-of-3-non-overlapping-subarrays,free,48.4%,Hard,1577,96,305,ALG
690,Employee Importance,/problems/employee-importance,free,63.7%,Medium,1527,1220,338,ALG
691,Stickers to Spell Word,/problems/stickers-to-spell-word,free,46.8%,Hard,700,67,602,ALG
692,Top K Frequent Words,/problems/top-k-frequent-words,free,54.2%,Medium,4213,241,292,ALG
693,Binary Number with Alternating Bits,/problems/binary-number-with-alternating-bits,free,60.8%,Easy,883,101,128,ALG
694,Number of Distinct Islands,/problems/number-of-distinct-islands,premium,59.5%,Medium,1685,95,391,ALG
695,Max Area of Island,/problems/max-area-of-island,free,69.3%,Medium,5570,143,361,ALG
696,Count Binary Substrings,/problems/count-binary-substrings,free,64.6%,Easy,2727,575,266,ALG
697,Degree of an Array,/problems/degree-of-an-array,free,55.6%,Easy,1904,1262,262,ALG
698,Partition to K Equal Sum Subsets,/problems/partition-to-k-equal-sum-subsets,free,44.6%,Medium,4549,287,147,ALG
699,Falling Squares,/problems/falling-squares,free,43.7%,Hard,441,68,829,ALG
700,Search in a Binary Search Tree,/problems/search-in-a-binary-search-tree,free,75.2%,Easy,2612,141,219,ALG
701,Insert into a Binary Search Tree,/problems/insert-into-a-binary-search-tree,free,75.0%,Medium,3124,135,364,ALG
702,Search in a Sorted Array of Unknown Size,/problems/search-in-a-sorted-array-of-unknown-size,premium,70.6%,Medium,679,33,413,ALG
703,Kth Largest Element in a Stream,/problems/kth-largest-element-in-a-stream,free,52.7%,Easy,2015,1176,177,ALG
704,Binary Search,/problems/binary-search,free,54.6%,Easy,3786,94,257,ALG
705,Design HashSet,/problems/design-hashset,free,63.8%,Easy,1220,153,91,ALG
706,Design HashMap,/problems/design-hashmap,free,63.8%,Easy,2491,267,95,ALG
707,Design Linked List,/problems/design-linked-list,free,26.9%,Medium,1377,1148,476,ALG
708,Insert into a Sorted Circular Linked List,/problems/insert-into-a-sorted-circular-linked-list,premium,34.2%,Medium,876,582,669,ALG
709,To Lower Case,/problems/to-lower-case,free,81.2%,Easy,1022,2274,106,ALG
710,Random Pick with Blacklist,/problems/random-pick-with-blacklist,free,33.2%,Hard,589,89,414,ALG
711,Number of Distinct Islands II,/problems/number-of-distinct-islands-ii,premium,50.9%,Hard,208,214,453,ALG
712,Minimum ASCII Delete Sum for Two Strings,/problems/minimum-ascii-delete-sum-for-two-strings,free,61.4%,Medium,1838,61,105,ALG
713,Subarray Product Less Than K,/problems/subarray-product-less-than-k,free,43.4%,Medium,3707,128,170,ALG
714,Best Time to Buy and Sell Stock with Transaction Fee,/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,free,61.8%,Medium,3730,99,413,ALG
715,Range Module,/problems/range-module,free,43.4%,Hard,886,68,280,ALG
716,Max Stack,/problems/max-stack,premium,45.0%,Easy,1431,414,147,ALG
717,1-bit and 2-bit Characters,/problems/1-bit-and-2-bit-characters,free,46.2%,Easy,658,1698,137,ALG
718,Maximum Length of Repeated Subarray,/problems/maximum-length-of-repeated-subarray,free,51.4%,Medium,3625,87,110,ALG
719,Find K-th Smallest Pair Distance,/problems/find-k-th-smallest-pair-distance,free,34.8%,Hard,1891,61,247,ALG
720,Longest Word in Dictionary,/problems/longest-word-in-dictionary,free,50.9%,Medium,1289,1281,322,ALG
721,Accounts Merge,/problems/accounts-merge,free,55.7%,Medium,4052,728,806,ALG
722,Remove Comments,/problems/remove-comments,free,37.3%,Medium,548,1473,1027,ALG
723,Candy Crush,/problems/candy-crush,premium,75.0%,Medium,744,331,539,ALG
724,Find Pivot Index,/problems/find-pivot-index,free,51.2%,Easy,2962,362,570,ALG
725,Split Linked List in Parts,/problems/split-linked-list-in-parts,free,56.8%,Medium,1742,193,469,ALG
726,Number of Atoms,/problems/number-of-atoms,free,51.7%,Hard,894,225,849,ALG
727,Minimum Window Subsequence,/problems/minimum-window-subsequence,premium,42.9%,Hard,1201,72,312,ALG
728,Self Dividing Numbers,/problems/self-dividing-numbers,free,76.8%,Easy,1107,347,253,ALG
729,My Calendar I,/problems/my-calendar-i,free,55.0%,Medium,1842,56,468,ALG
730,Count Different Palindromic Subsequences,/problems/count-different-palindromic-subsequences,free,44.1%,Hard,1241,67,401,ALG
731,My Calendar II,/problems/my-calendar-ii,free,53.2%,Medium,1106,123,482,ALG
732,My Calendar III,/problems/my-calendar-iii,free,66.3%,Hard,694,143,312,ALG
733,Flood Fill,/problems/flood-fill,free,58.0%,Easy,3739,355,634,ALG
734,Sentence Similarity,/problems/sentence-similarity,premium,43.0%,Easy,277,440,718,ALG
735,Asteroid Collision,/problems/asteroid-collision,free,44.4%,Medium,3313,262,476,ALG
736,Parse Lisp Expression,/problems/parse-lisp-expression,free,51.2%,Hard,383,298,154,ALG
737,Sentence Similarity II,/problems/sentence-similarity-ii,premium,48.0%,Medium,692,41,703,ALG
738,Monotone Increasing Digits,/problems/monotone-increasing-digits,free,46.7%,Medium,888,86,219,ALG
739,Daily Temperatures,/problems/daily-temperatures,free,66.9%,Medium,6617,155,286,ALG
740,Delete and Earn,/problems/delete-and-earn,free,57.1%,Medium,4468,251,247,ALG
741,Cherry Pickup,/problems/cherry-pickup,free,36.2%,Hard,2498,117,189,ALG
742,Closest Leaf in a Binary Tree,/problems/closest-leaf-in-a-binary-tree,premium,45.5%,Medium,739,146,323,ALG
743,Network Delay Time,/problems/network-delay-time,free,48.2%,Medium,3824,275,458,ALG
744,Find Smallest Letter Greater Than Target,/problems/find-smallest-letter-greater-than-target,free,45.3%,Easy,1421,1315,200,ALG
745,Prefix and Suffix Search,/problems/prefix-and-suffix-search,free,36.4%,Hard,1019,327,129,ALG
746,Min Cost Climbing Stairs,/problems/min-cost-climbing-stairs,free,58.3%,Easy,5559,971,279,ALG
747,Largest Number At Least Twice of Others,/problems/largest-number-at-least-twice-of-others,free,45.0%,Easy,640,749,259,ALG
748,Shortest Completing Word,/problems/shortest-completing-word,free,58.8%,Easy,303,840,719,ALG
749,Contain Virus,/problems/contain-virus,free,49.9%,Hard,222,363,879,ALG
750,Number Of Corner Rectangles,/problems/number-of-corner-rectangles,premium,67.5%,Medium,566,85,291,ALG
751,IP to CIDR,/problems/ip-to-cidr,premium,55.1%,Medium,25,72,829,ALG
752,Open the Lock,/problems/open-the-lock,free,55.3%,Medium,2667,89,709,ALG
753,Cracking the Safe,/problems/cracking-the-safe,free,54.5%,Hard,176,31,383,ALG
754,Reach a Number,/problems/reach-a-number,free,41.8%,Medium,1067,651,276,ALG
755,Pour Water,/problems/pour-water,premium,45.4%,Medium,255,591,828,ALG
756,Pyramid Transition Matrix,/problems/pyramid-transition-matrix,free,54.7%,Medium,444,422,881,ALG
757,Set Intersection Size At Least Two,/problems/set-intersection-size-at-least-two,free,43.1%,Hard,434,58,258,ALG
758,Bold Words in String,/problems/bold-words-in-string,premium,50.0%,Medium,231,114,397,ALG
759,Employee Free Time,/problems/employee-free-time,premium,70.9%,Hard,1338,85,622,ALG
760,Find Anagram Mappings,/problems/find-anagram-mappings,premium,82.6%,Easy,479,194,410,ALG
761,Special Binary String,/problems/special-binary-string,free,59.8%,Hard,520,167,472,ALG
762,Prime Number of Set Bits in Binary Representation,/problems/prime-number-of-set-bits-in-binary-representation,free,66.5%,Easy,445,453,267,ALG
763,Partition Labels,/problems/partition-labels,free,79.3%,Medium,7317,276,317,ALG
764,Largest Plus Sign,/problems/largest-plus-sign,free,48.6%,Medium,1088,188,636,ALG
765,Couples Holding Hands,/problems/couples-holding-hands,free,56.5%,Hard,1551,83,517,ALG
766,Toeplitz Matrix,/problems/toeplitz-matrix,free,67.8%,Easy,1878,117,187,ALG
767,Reorganize String,/problems/reorganize-string,free,51.9%,Medium,4413,170,169,ALG
768,Max Chunks To Make Sorted II,/problems/max-chunks-to-make-sorted-ii,free,51.9%,Hard,1101,31,262,ALG
769,Max Chunks To Make Sorted,/problems/max-chunks-to-make-sorted,free,57.5%,Medium,1770,179,344,ALG
770,Basic Calculator IV,/problems/basic-calculator-iv,free,55.6%,Hard,111,1163,390,ALG
771,Jewels and Stones,/problems/jewels-and-stones,free,87.6%,Easy,3406,481,326,ALG
772,Basic Calculator III,/problems/basic-calculator-iii,premium,47.2%,Hard,827,242,494,ALG
773,Sliding Puzzle,/problems/sliding-puzzle,free,63.0%,Hard,1431,36,447,ALG
774,Minimize Max Distance to Gas Station,/problems/minimize-max-distance-to-gas-station,premium,50.2%,Hard,573,82,471,ALG
775,Global and Local Inversions,/problems/global-and-local-inversions,free,45.3%,Medium,1160,298,359,ALG
776,Split BST,/problems/split-bst,premium,58.2%,Medium,878,88,625,ALG
777,Swap Adjacent in LR String,/problems/swap-adjacent-in-lr-string,free,36.3%,Medium,756,660,345,ALG
778,Swim in Rising Water,/problems/swim-in-rising-water,free,58.5%,Hard,1809,130,582,ALG
779,K-th Symbol in Grammar,/problems/k-th-symbol-in-grammar,free,39.8%,Medium,1610,245,307,ALG
780,Reaching Points,/problems/reaching-points,free,31.5%,Hard,915,157,261,ALG
781,Rabbits in Forest,/problems/rabbits-in-forest,free,55.8%,Medium,678,481,312,ALG
782,Transform to Chessboard,/problems/transform-to-chessboard,free,52.0%,Hard,285,282,337,ALG
783,Minimum Distance Between BST Nodes,/problems/minimum-distance-between-bst-nodes,free,55.9%,Easy,1540,309,239,ALG
784,Letter Case Permutation,/problems/letter-case-permutation,free,72.0%,Medium,3142,141,202,ALG
785,Is Graph Bipartite?,/problems/is-graph-bipartite,free,50.2%,Medium,3945,257,530,ALG
786,K-th Smallest Prime Fraction,/problems/k-th-smallest-prime-fraction,free,48.2%,Hard,727,36,386,ALG
787,Cheapest Flights Within K Stops,/problems/cheapest-flights-within-k-stops,free,36.1%,Medium,4641,194,357,ALG
788,Rotated Digits,/problems/rotated-digits,free,57.3%,Medium,561,1705,344,ALG
789,Escape The Ghosts,/problems/escape-the-ghosts,free,60.0%,Medium,84,13,888,ALG
790,Domino and Tromino Tiling,/problems/domino-and-tromino-tiling,free,47.7%,Medium,1435,561,455,ALG
791,Custom Sort String,/problems/custom-sort-string,free,68.8%,Medium,1906,278,384,ALG
792,Number of Matching Subsequences,/problems/number-of-matching-subsequences,free,50.4%,Medium,2821,143,289,ALG
793,Preimage Size of Factorial Zeroes Function,/problems/preimage-size-of-factorial-zeroes-function,free,41.6%,Hard,291,68,211,ALG
794,Valid Tic-Tac-Toe State,/problems/valid-tic-tac-toe-state,free,35.1%,Medium,395,941,321,ALG
795,Number of Subarrays with Bounded Maximum,/problems/number-of-subarrays-with-bounded-maximum,free,52.3%,Medium,1561,89,286,ALG
796,Rotate String,/problems/rotate-string,free,51.8%,Easy,1742,82,194,ALG
797,All Paths From Source to Target,/problems/all-paths-from-source-to-target,free,80.8%,Medium,3864,114,306,ALG
798,Smallest Rotation with Highest Score,/problems/smallest-rotation-with-highest-score,free,47.3%,Hard,345,21,443,ALG
799,Champagne Tower,/problems/champagne-tower,free,51.1%,Medium,2270,126,1124,ALG
800,Similar RGB Color,/problems/similar-rgb-color,premium,63.7%,Easy,79,484,459,ALG
801,Minimum Swaps To Make Sequences Increasing,/problems/minimum-swaps-to-make-sequences-increasing,free,39.2%,Hard,1949,123,408,ALG
802,Find Eventual Safe States,/problems/find-eventual-safe-states,free,52.2%,Medium,1901,307,525,ALG
803,Bricks Falling When Hit,/problems/bricks-falling-when-hit,free,33.7%,Hard,775,169,737,ALG
804,Unique Morse Code Words,/problems/unique-morse-code-words,free,79.9%,Easy,1183,1010,400,ALG
805,Split Array With Same Average,/problems/split-array-with-same-average,free,26.5%,Hard,790,113,338,ALG
806,Number of Lines To Write String,/problems/number-of-lines-to-write-string,free,66.0%,Easy,367,1106,638,ALG
807,Max Increase to Keep City Skyline,/problems/max-increase-to-keep-city-skyline,free,85.4%,Medium,1648,410,916,ALG
808,Soup Servings,/problems/soup-servings,free,42.3%,Medium,253,738,727,ALG
809,Expressive Words,/problems/expressive-words,free,46.4%,Medium,690,1603,571,ALG
810,Chalkboard XOR Game,/problems/chalkboard-xor-game,free,53.0%,Hard,124,233,616,ALG
811,Subdomain Visit Count,/problems/subdomain-visit-count,free,74.0%,Medium,1028,1097,665,ALG
812,Largest Triangle Area,/problems/largest-triangle-area,free,59.6%,Easy,324,1306,225,ALG
813,Largest Sum of Averages,/problems/largest-sum-of-averages,free,52.3%,Medium,1524,76,432,ALG
814,Binary Tree Pruning,/problems/binary-tree-pruning,free,71.0%,Medium,2325,66,208,ALG
815,Bus Routes,/problems/bus-routes,free,45.2%,Hard,1896,49,394,ALG
816,Ambiguous Coordinates,/problems/ambiguous-coordinates,free,55.9%,Medium,248,584,757,ALG
817,Linked List Components,/problems/linked-list-components,free,58.0%,Medium,684,1717,271,ALG
818,Race Car,/problems/race-car,free,42.4%,Hard,872,89,448,ALG
819,Most Common Word,/problems/most-common-word,free,45.3%,Easy,1231,2512,307,ALG
820,Short Encoding of Words,/problems/short-encoding-of-words,free,55.2%,Medium,686,259,221,ALG
821,Shortest Distance to a Character,/problems/shortest-distance-to-a-character,free,70.9%,Easy,2118,120,306,ALG
822,Card Flipping Game,/problems/card-flipping-game,free,44.6%,Medium,109,622,735,ALG
823,Binary Trees With Factors,/problems/binary-trees-with-factors,free,43.7%,Medium,818,101,389,ALG
824,Goat Latin,/problems/goat-latin,free,67.5%,Easy,664,1075,352,ALG
825,Friends Of Appropriate Ages,/problems/friends-of-appropriate-ages,free,45.8%,Medium,529,1017,466,ALG
826,Most Profit Assigning Work,/problems/most-profit-assigning-work,free,41.4%,Medium,806,96,267,ALG
827,Making A Large Island,/problems/making-a-large-island,free,44.7%,Hard,2183,48,220,ALG
828,Count Unique Characters of All Substrings of a Given String,/problems/count-unique-characters-of-all-substrings-of-a-given-string,free,49.4%,Hard,1173,157,278,ALG
829,Consecutive Numbers Sum,/problems/consecutive-numbers-sum,free,40.9%,Hard,980,1181,106,ALG
830,Positions of Large Groups,/problems/positions-of-large-groups,free,51.3%,Easy,610,111,513,ALG
831,Masking Personal Information,/problems/masking-personal-information,free,45.9%,Medium,115,399,290,ALG
832,Flipping an Image,/problems/flipping-an-image,free,79.6%,Easy,2008,199,270,ALG
833,Find And Replace in String,/problems/find-and-replace-in-string,free,54.3%,Medium,778,756,738,ALG
834,Sum of Distances in Tree,/problems/sum-of-distances-in-tree,free,52.8%,Hard,2425,57,365,ALG
835,Image Overlap,/problems/image-overlap,free,61.3%,Medium,94,24,576,ALG
836,Rectangle Overlap,/problems/rectangle-overlap,free,43.2%,Easy,1367,377,547,ALG
837,New 21 Game,/problems/new-21-game,free,36.0%,Medium,930,618,515,ALG
838,Push Dominoes,/problems/push-dominoes,free,52.2%,Medium,1588,107,738,ALG
839,Similar String Groups,/problems/similar-string-groups,free,45.2%,Hard,756,166,776,ALG
