prob_num,title,href,paywall,acceptance_rate,difficulty,uplikes,downlikes,verbosity,category
1201,Ugly Number III,/problems/ugly-number-iii,free,27.7%,Medium,726,387,132,ALG
1202,Smallest String With Swaps,/problems/smallest-string-with-swaps,free,52.5%,Medium,1454,50,330,ALG
1203,Sort Items by Groups Respecting Dependencies,/problems/sort-items-by-groups-respecting-dependencies,free,49.3%,Hard,563,84,409,ALG
1204,Last Person to Fit in the Bus,/problems/last-person-to-fit-in-the-bus,premium,73.6%,Medium,189,16,426,DB
1205,Monthly Transactions II,/problems/monthly-transactions-ii,premium,44.8%,Medium,98,369,368,DB
1206,Design Skiplist,/problems/design-skiplist,free,59.8%,Hard,384,48,978,ALG
1207,Unique Number of Occurrences,/problems/unique-number-of-occurrences,free,72.0%,Easy,1328,33,130,ALG
1208,Get Equal Substrings Within Budget,/problems/get-equal-substrings-within-budget,free,46.4%,Medium,614,42,512,ALG
1209,Remove All Adjacent Duplicates in String II,/problems/remove-all-adjacent-duplicates-in-string-ii,free,56.0%,Medium,2502,49,411,ALG
1210,Minimum Moves to Reach Target with Rotations,/problems/minimum-moves-to-reach-target-with-rotations,free,47.9%,Hard,194,58,410,ALG
1211,Queries Quality and Percentage,/problems/queries-quality-and-percentage,premium,70.7%,Easy,86,144,446,DB
1212,Team Scores in Football Tournament,/problems/team-scores-in-football-tournament,premium,57.2%,Medium,226,19,341,DB
1213,Intersection of Three Sorted Arrays,/problems/intersection-of-three-sorted-arrays,premium,79.9%,Easy,422,22,161,ALG
1214,Two Sum BSTs,/problems/two-sum-bsts,premium,66.8%,Medium,377,36,198,ALG
1215,Stepping Numbers,/problems/stepping-numbers,premium,45.4%,Medium,156,16,227,ALG
1216,Valid Palindrome III,/problems/valid-palindrome-iii,premium,51.2%,Hard,442,6,179,ALG
1217,Minimum Cost to Move Chips to The Same Position,/problems/minimum-cost-to-move-chips-to-the-same-position,free,72.7%,Easy,1414,193,269,ALG
1218,Longest Arithmetic Subsequence of Given Difference,/problems/longest-arithmetic-subsequence-of-given-difference,free,50.9%,Medium,937,42,368,ALG
1219,Path with Maximum Gold,/problems/path-with-maximum-gold,free,65.8%,Medium,1780,47,207,ALG
1220,Count Vowels Permutation,/problems/count-vowels-permutation,free,56.3%,Hard,921,91,172,ALG
1221,Split a String in Balanced Strings,/problems/split-a-string-in-balanced-strings,free,84.7%,Easy,1636,738,211,ALG
1222,Queens That Can Attack the King,/problems/queens-that-can-attack-the-king,free,71.0%,Medium,653,123,331,ALG
1223,Dice Roll Simulation,/problems/dice-roll-simulation,free,47.7%,Hard,666,172,484,ALG
1224,Maximum Equal Frequency,/problems/maximum-equal-frequency,free,36.6%,Hard,351,38,413,ALG
1225,Report Contiguous Dates,/problems/report-contiguous-dates,premium,63.1%,Hard,217,17,551,DB
1226,The Dining Philosophers,/problems/the-dining-philosophers,free,57.9%,Medium,172,197,1536,ALG
1227,Airplane Seat Assignment Probability,/problems/airplane-seat-assignment-probability,free,64.0%,Medium,349,641,229,ALG
1228,Missing Number In Arithmetic Progression,/problems/missing-number-in-arithmetic-progression,premium,51.1%,Easy,238,30,256,ALG
1229,Meeting Scheduler,/problems/meeting-scheduler,premium,54.6%,Medium,613,25,619,ALG
1230,Toss Strange Coins,/problems/toss-strange-coins,premium,52.5%,Medium,226,19,201,ALG
1231,Divide Chocolate,/problems/divide-chocolate,premium,56.0%,Hard,693,46,500,ALG
1232,Check If It Is a Straight Line,/problems/check-if-it-is-a-straight-line,free,42.1%,Easy,831,121,171,ALG
1233,Remove Sub-Folders from the Filesystem,/problems/remove-sub-folders-from-the-filesystem,free,65.0%,Medium,573,75,347,ALG
1234,Replace the Substring for Balanced String,/problems/replace-the-substring-for-balanced-string,free,36.1%,Medium,726,150,376,ALG
1235,Maximum Profit in Job Scheduling,/problems/maximum-profit-in-job-scheduling,free,50.9%,Hard,3038,32,390,ALG
1236,Web Crawler,/problems/web-crawler,premium,65.5%,Medium,179,196,901,ALG
1237,Find Positive Integer Solution for a Given Equation,/problems/find-positive-integer-solution-for-a-given-equation,free,69.5%,Medium,336,1128,368,ALG
1238,Circular Permutation in Binary Representation,/problems/circular-permutation-in-binary-representation,free,67.9%,Medium,233,155,102,ALG
1239,Maximum Length of a Concatenated String with Unique Characters,/problems/maximum-length-of-a-concatenated-string-with-unique-characters,free,50.6%,Medium,1685,151,322,ALG
1240,Tiling a Rectangle with the Fewest Squares,/problems/tiling-a-rectangle-with-the-fewest-squares,free,52.9%,Hard,443,406,108,ALG
1241,Number of Comments per Post,/problems/number-of-comments-per-post,premium,67.9%,Easy,120,375,471,DB
1242,Web Crawler Multithreaded,/problems/web-crawler-multithreaded,premium,48.5%,Medium,380,69,1262,ALG
1243,Array Transformation,/problems/array-transformation,premium,50.3%,Easy,111,49,269,ALG
1244,Design A Leaderboard,/problems/design-a-leaderboard,premium,68.1%,Medium,457,73,86,ALG
1245,Tree Diameter,/problems/tree-diameter,premium,62.3%,Medium,588,13,337,ALG
1246,Palindrome Removal,/problems/palindrome-removal,premium,45.9%,Hard,266,10,385,ALG
1247,Minimum Swaps to Make Strings Equal,/problems/minimum-swaps-to-make-strings-equal,free,63.8%,Medium,835,206,363,ALG
1248,Count Number of Nice Subarrays,/problems/count-number-of-nice-subarrays,free,58.4%,Medium,1598,39,157,ALG
1249,Minimum Remove to Make Valid Parentheses,/problems/minimum-remove-to-make-valid-parentheses,free,65.8%,Medium,4552,75,286,ALG
1250,Check If It Is a Good Array,/problems/check-if-it-is-a-good-array,free,57.8%,Hard,238,267,318,ALG
1251,Average Selling Price,/problems/average-selling-price,premium,83.3%,Easy,212,20,241,DB
1252,Cells with Odd Values in a Matrix,/problems/cells-with-odd-values-in-a-matrix,free,78.5%,Easy,717,1068,492,ALG
1253,Reconstruct a 2-Row Binary Matrix,/problems/reconstruct-a-2-row-binary-matrix,free,43.2%,Medium,314,24,295,ALG
1254,Number of Closed Islands,/problems/number-of-closed-islands,free,63.1%,Medium,1656,38,241,ALG
1255,Maximum Score Words Formed by Letters,/problems/maximum-score-words-formed-by-letters,free,71.9%,Hard,611,38,420,ALG
1256,Encode Number,/problems/encode-number,premium,69.5%,Medium,62,208,192,ALG
1257,Smallest Common Region,/problems/smallest-common-region,premium,62.8%,Medium,293,26,497,ALG
1258,Synonymous Sentences,/problems/synonymous-sentences,premium,56.3%,Medium,212,84,236,ALG
1259,Handshakes That Don't Cross,/problems/handshakes-that-dont-cross,premium,55.7%,Hard,101,8,329,ALG
1260,Shift 2D Grid,/problems/shift-2d-grid,free,62.6%,Easy,457,142,164,ALG
1261,Find Elements in a Contaminated Binary Tree,/problems/find-elements-in-a-contaminated-binary-tree,free,75.7%,Medium,568,76,168,ALG
1262,Greatest Sum Divisible by Three,/problems/greatest-sum-divisible-by-three,free,50.8%,Medium,1149,33,134,ALG
1263,Minimum Moves to Move a Box to Their Target Location,/problems/minimum-moves-to-move-a-box-to-their-target-location,free,48.2%,Hard,602,45,425,ALG
1264,Page Recommendations,/problems/page-recommendations,premium,67.6%,Medium,136,10,289,DB
1265,Print Immutable Linked List in Reverse,/problems/print-immutable-linked-list-in-reverse,premium,94.3%,Medium,415,73,492,ALG
1266,Minimum Time Visiting All Points,/problems/minimum-time-visiting-all-points,free,79.1%,Easy,1150,156,207,ALG
1267,Count Servers that Communicate,/problems/count-servers-that-communicate,free,58.2%,Medium,830,72,324,ALG
1268,Search Suggestions System,/problems/search-suggestions-system,free,65.5%,Medium,2130,128,451,ALG
1269,Number of Ways to Stay in the Same Place After Some Steps,/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,free,43.4%,Hard,516,29,428,ALG
1270,All People Report to the Given Manager,/problems/all-people-report-to-the-given-manager,premium,88.0%,Medium,280,21,328,DB
1271,Hexspeak,/problems/hexspeak,premium,56.3%,Easy,57,101,496,ALG
1272,Remove Interval,/problems/remove-interval,premium,60.9%,Medium,261,20,723,ALG
1273,Delete Tree Nodes,/problems/delete-tree-nodes,premium,61.2%,Medium,185,58,155,ALG
1274,Number of Ships in a Rectangle,/problems/number-of-ships-in-a-rectangle,premium,68.5%,Hard,358,42,751,ALG
1275,Find Winner on a Tic Tac Toe Game,/problems/find-winner-on-a-tic-tac-toe-game,free,55.0%,Easy,800,205,501,ALG
1276,Number of Burgers with No Waste of Ingredients,/problems/number-of-burgers-with-no-waste-of-ingredients,free,50.6%,Medium,214,185,340,ALG
1277,Count Square Submatrices with All Ones,/problems/count-square-submatrices-with-all-ones,free,74.2%,Medium,3151,52,89,ALG
1278,Palindrome Partitioning III,/problems/palindrome-partitioning-iii,free,60.9%,Hard,694,12,170,ALG
1279,Traffic Light Controlled Intersection,/problems/traffic-light-controlled-intersection,premium,75.4%,Easy,49,237,1187,ALG
1280,Students and Examinations,/problems/students-and-examinations,premium,74.6%,Easy,233,31,243,DB
1281,Subtract the Product and Sum of Digits of an Integer,/problems/subtract-the-product-and-sum-of-digits-of-an-integer,free,86.2%,Easy,1043,184,0,ALG
1282,Group the People Given the Group Size They Belong To,/problems/group-the-people-given-the-group-size-they-belong-to,free,85.2%,Medium,965,455,617,ALG
1283,Find the Smallest Divisor Given a Threshold,/problems/find-the-smallest-divisor-given-a-threshold,free,53.4%,Medium,1286,150,456,ALG
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,free,71.9%,Hard,554,62,439,ALG
1285,Find the Start and End Number of Continuous Ranges,/problems/find-the-start-and-end-number-of-continuous-ranges,premium,88.2%,Medium,331,24,198,DB
1286,Iterator for Combination,/problems/iterator-for-combination,free,73.2%,Medium,1125,90,37,ALG
1287,Element Appearing More Than 25% In Sorted Array,/problems/element-appearing-more-than-25-in-sorted-array,free,59.5%,Easy,624,36,156,ALG
1288,Remove Covered Intervals,/problems/remove-covered-intervals,free,57.4%,Medium,1833,44,286,ALG
1289,Minimum Falling Path Sum II,/problems/minimum-falling-path-sum-ii,free,61.4%,Hard,723,62,264,ALG
1290,Convert Binary Number in a Linked List to Integer,/problems/convert-binary-number-in-a-linked-list-to-integer,free,82.7%,Easy,2383,119,240,ALG
1291,Sequential Digits,/problems/sequential-digits,free,60.8%,Medium,1578,98,213,ALG
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,free,52.2%,Medium,747,56,176,ALG
1293,Shortest Path in a Grid with Obstacles Elimination,/problems/shortest-path-in-a-grid-with-obstacles-elimination,free,43.5%,Hard,1988,36,390,ALG
1294,Weather Type in Each Country,/problems/weather-type-in-each-country,premium,67.4%,Easy,77,17,219,DB
1295,Find Numbers with Even Number of Digits,/problems/find-numbers-with-even-number-of-digits,free,77.2%,Easy,1175,97,90,ALG
1296,Divide Array in Sets of K Consecutive Numbers,/problems/divide-array-in-sets-of-k-consecutive-numbers,free,56.5%,Medium,1043,79,198,ALG
1297,Maximum Number of Occurrences of a Substring,/problems/maximum-number-of-occurrences-of-a-substring,free,52.4%,Medium,579,288,101,ALG
1298,Maximum Candies You Can Get from Boxes,/problems/maximum-candies-you-can-get-from-boxes,free,60.9%,Hard,173,112,434,ALG
1299,Replace Elements with Greatest Element on Right Side,/problems/replace-elements-with-greatest-element-on-right-side,free,74.4%,Easy,1178,163,185,ALG
1300,Sum of Mutated Array Closest to Target,/problems/sum-of-mutated-array-closest-to-target,free,42.5%,Medium,715,89,373,ALG
1301,Number of Paths with Max Score,/problems/number-of-paths-with-max-score,free,38.8%,Hard,308,16,657,ALG
1302,Deepest Leaves Sum,/problems/deepest-leaves-sum,free,85.7%,Medium,2331,74,0,ALG
1303,Find the Team Size,/problems/find-the-team-size,premium,90.7%,Easy,205,12,166,DB
1304,Find N Unique Integers Sum up to Zero,/problems/find-n-unique-integers-sum-up-to-zero,free,76.9%,Easy,1006,449,93,ALG
1305,All Elements in Two Binary Search Trees,/problems/all-elements-in-two-binary-search-trees,free,79.6%,Medium,2156,63,131,ALG
1306,Jump Game III,/problems/jump-game-iii,free,62.7%,Medium,2548,60,281,ALG
1307,Verbal Arithmetic Puzzle,/problems/verbal-arithmetic-puzzle,free,35.1%,Hard,288,76,226,ALG
1308,Running Total for Different Genders,/problems/running-total-for-different-genders,premium,88.3%,Medium,132,31,205,DB
1309,Decrypt String from Alphabet to Integer Mapping,/problems/decrypt-string-from-alphabet-to-integer-mapping,free,78.5%,Easy,873,71,222,ALG
1310,XOR Queries of a Subarray,/problems/xor-queries-of-a-subarray,free,71.2%,Medium,870,30,323,ALG
1311,Get Watched Videos by Your Friends,/problems/get-watched-videos-by-your-friends,free,45.1%,Medium,202,286,701,ALG
1312,Minimum Insertion Steps to Make a String Palindrome,/problems/minimum-insertion-steps-to-make-a-string-palindrome,free,63.3%,Hard,1603,25,217,ALG
1313,Decompress Run-Length Encoded List,/problems/decompress-run-length-encoded-list,free,85.8%,Easy,712,1048,385,ALG
1314,Matrix Block Sum,/problems/matrix-block-sum,free,75.1%,Medium,1596,254,131,ALG
1315,Sum of Nodes with Even-Valued Grandparent,/problems/sum-of-nodes-with-even-valued-grandparent,free,85.1%,Medium,1646,54,229,ALG
1316,Distinct Echo Substrings,/problems/distinct-echo-substrings,free,50.1%,Hard,175,166,184,ALG
1317,Convert Integer to the Sum of Two No-Zero Integers,/problems/convert-integer-to-the-sum-of-two-no-zero-integers,free,57.1%,Easy,250,211,295,ALG
1318,Minimum Flips to Make a OR b Equal to c,/problems/minimum-flips-to-make-a-or-b-equal-to-c,free,65.1%,Medium,409,36,257,ALG
1319,Number of Operations to Make Network Connected,/problems/number-of-operations-to-make-network-connected,free,57.5%,Medium,1927,31,628,ALG
1320,Minimum Distance to Type a Word Using Two Fingers,/problems/minimum-distance-to-type-a-word-using-two-fingers,free,60.4%,Hard,740,29,511,ALG
1321,Restaurant Growth,/problems/restaurant-growth,premium,72.6%,Medium,233,35,444,DB
1322,Ads Performance,/problems/ads-performance,premium,60.0%,Easy,177,44,395,DB
1323,Maximum 69 Number,/problems/maximum-69-number,free,78.8%,Easy,942,116,170,ALG
1324,Print Words Vertically,/problems/print-words-vertically,free,59.5%,Medium,416,87,304,ALG
1325,Delete Leaves With a Given Value,/problems/delete-leaves-with-a-given-value,free,74.8%,Medium,1343,25,291,ALG
1326,Minimum Number of Taps to Open to Water a Garden,/problems/minimum-number-of-taps-to-open-to-water-a-garden,free,48.1%,Hard,1407,100,509,ALG
1327,List the Products Ordered in a Period,/problems/list-the-products-ordered-in-a-period,premium,77.3%,Easy,78,19,232,DB
1328,Break a Palindrome,/problems/break-a-palindrome,free,52.4%,Medium,717,429,717,ALG
1329,Sort the Matrix Diagonally,/problems/sort-the-matrix-diagonally,free,81.4%,Medium,1557,176,442,ALG
1330,Reverse Subarray To Maximize Array Value,/problems/reverse-subarray-to-maximize-array-value,free,38.9%,Hard,322,32,305,ALG
1331,Rank Transform of an Array,/problems/rank-transform-of-an-array,free,58.5%,Easy,862,54,146,ALG
1332,Remove Palindromic Subsequences,/problems/remove-palindromic-subsequences,free,69.5%,Easy,181,288,490,ALG
1333,Filter Restaurants by Vegan-Friendly,Price and Distance,/problems/filter-restaurants-by-vegan-friendly-price-and-distance,free,58.7%,202,172,764,ALG
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,free,50.9%,Medium,1071,56,551,ALG
1335,Minimum Difficulty of a Job Schedule,/problems/minimum-difficulty-of-a-job-schedule,free,56.7%,Hard,1188,138,573,ALG
1336,Number of Transactions per Visit,/problems/number-of-transactions-per-visit,premium,51.3%,Hard,58,239,630,DB
1337,The K Weakest Rows in a Matrix,/problems/the-k-weakest-rows-in-a-matrix,free,72.2%,Easy,1504,89,385,ALG
1338,Reduce Array Size to The Half,/problems/reduce-array-size-to-the-half,free,68.5%,Medium,1192,82,229,ALG
1339,Maximum Product of Splitted Binary Tree,/problems/maximum-product-of-splitted-binary-tree,free,42.8%,Medium,1192,53,365,ALG
1340,Jump Game V,/problems/jump-game-v,free,62.0%,Hard,619,22,436,ALG
1341,Movie Rating,/problems/movie-rating,premium,58.0%,Medium,89,59,117,DB
1342,Number of Steps to Reduce a Number to Zero,/problems/number-of-steps-to-reduce-a-number-to-zero,free,85.7%,Easy,1539,104,184,ALG
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,free,67.8%,Medium,549,57,154,ALG
1344,Angle Between Hands of a Clock,/problems/angle-between-hands-of-a-clock,free,63.0%,Medium,890,184,187,ALG
1345,Jump Game IV,/problems/jump-game-iv,free,44.4%,Hard,1752,69,274,ALG
1346,Check If N and Its Double Exist,/problems/check-if-n-and-its-double-exist,free,35.5%,Easy,784,106,191,ALG
1347,Minimum Number of Steps to Make Two Strings Anagram,/problems/minimum-number-of-steps-to-make-two-strings-anagram,free,76.2%,Medium,1160,56,308,ALG
1348,Tweet Counts Per Frequency,/problems/tweet-counts-per-frequency,free,42.8%,Medium,99,189,652,ALG
1349,Maximum Students Taking Exam,/problems/maximum-students-taking-exam,free,46.7%,Hard,546,10,517,ALG
1350,Students With Invalid Departments,/problems/students-with-invalid-departments,premium,90.5%,Easy,126,7,238,DB
1351,Count Negative Numbers in a Sorted Matrix,/problems/count-negative-numbers-in-a-sorted-matrix,free,75.2%,Easy,1976,68,143,ALG
1352,Product of the Last K Numbers,/problems/product-of-the-last-k-numbers,free,47.6%,Medium,858,49,321,ALG
1353,Maximum Number of Events That Can Be Attended,/problems/maximum-number-of-events-that-can-be-attended,free,33.4%,Medium,1691,233,296,ALG
1354,Construct Target Array With Multiple Sums,/problems/construct-target-array-with-multiple-sums,free,31.2%,Hard,632,73,227,ALG
1355,Activity Participants,/problems/activity-participants,premium,74.6%,Medium,93,34,329,DB
1356,Sort Integers by The Number of 1 Bits,/problems/sort-integers-by-the-number-of-1-bits,free,71.2%,Easy,947,43,277,ALG
1357,Apply Discount Every n Orders,/problems/apply-discount-every-n-orders,free,68.8%,Medium,114,156,903,ALG
1358,Number of Substrings Containing All Three Characters,/problems/number-of-substrings-containing-all-three-characters,free,62.1%,Medium,1334,24,160,ALG
1359,Count All Valid Pickup and Delivery Options,/problems/count-all-valid-pickup-and-delivery-options,free,63.3%,Hard,1487,134,232,ALG
1360,Number of Days Between Two Dates,/problems/number-of-days-between-two-dates,free,46.7%,Easy,180,775,150,ALG
1361,Validate Binary Tree Nodes,/problems/validate-binary-tree-nodes,free,41.6%,Medium,719,242,378,ALG
1362,Closest Divisors,/problems/closest-divisors,free,59.1%,Medium,179,80,152,ALG
1363,Largest Multiple of Three,/problems/largest-multiple-of-three,free,34.3%,Hard,375,53,349,ALG
1364,Number of Trusted Contacts of a Customer,/problems/number-of-trusted-contacts-of-a-customer,premium,78.6%,Medium,52,268,205,DB
1365,How Many Numbers Are Smaller Than the Current Number,/problems/how-many-numbers-are-smaller-than-the-current-number,free,86.3%,Easy,2937,60,236,ALG
1366,Rank Teams by Votes,/problems/rank-teams-by-votes,free,58.6%,Medium,756,80,711,ALG
1367,Linked List in Binary Tree,/problems/linked-list-in-binary-tree,free,42.6%,Medium,1309,47,318,ALG
1368,Minimum Cost to Make at Least One Valid Path in a Grid,/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,free,60.6%,Hard,999,7,685,ALG
1369,Get the Second Most Recent Activity,/problems/get-the-second-most-recent-activity,premium,68.8%,Hard,102,8,294,DB
1370,Increasing Decreasing String,/problems/increasing-decreasing-string,free,77.8%,Easy,491,588,272,ALG
1371,Find the Longest Substring Containing Vowels in Even Counts,/problems/find-the-longest-substring-containing-vowels-in-even-counts,free,62.4%,Medium,1065,40,181,ALG
1372,Longest ZigZag Path in a Binary Tree,/problems/longest-zigzag-path-in-a-binary-tree,free,58.0%,Medium,1027,20,242,ALG
1373,Maximum Sum BST in Binary Tree,/problems/maximum-sum-bst-in-binary-tree,free,38.5%,Hard,1021,118,153,ALG
1374,Generate a String With Characters That Have Odd Counts,/problems/generate-a-string-with-characters-that-have-odd-counts,free,77.3%,Easy,295,969,248,ALG
1375,Number of Times Binary String Is Prefix-Aligned,/problems/number-of-times-binary-string-is-prefix-aligned,free,65.6%,Medium,686,109,536,ALG
1376,Time Needed to Inform All Employees,/problems/time-needed-to-inform-all-employees,free,57.9%,Medium,1565,89,853,ALG
1377,Frog Position After T Seconds,/problems/frog-position-after-t-seconds,free,36.3%,Hard,390,92,762,ALG
1378,Replace Employee ID With The Unique Identifier,/problems/replace-employee-id-with-the-unique-identifier,premium,91.1%,Easy,58,30,237,DB
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,free,85.5%,Medium,702,910,431,ALG
1380,Lucky Numbers in a Matrix,/problems/lucky-numbers-in-a-matrix,free,70.9%,Easy,886,64,211,ALG
1381,Design a Stack With Increment Operation,/problems/design-a-stack-with-increment-operation,free,77.1%,Medium,1065,67,87,ALG
1382,Balance a Binary Search Tree,/problems/balance-a-binary-search-tree,free,80.2%,Medium,1701,56,266,ALG
1383,Maximum Performance of a Team,/problems/maximum-performance-of-a-team,free,41.4%,Hard,1124,39,572,ALG
1384,Total Sales Amount by Year,/problems/total-sales-amount-by-year,premium,66.1%,Hard,135,67,295,DB
1385,Find the Distance Value Between Two Arrays,/problems/find-the-distance-value-between-two-arrays,free,66.1%,Easy,304,1174,244,ALG
1386,Cinema Seat Allocation,/problems/cinema-seat-allocation,free,39.2%,Medium,440,236,751,ALG
1387,Sort Integers by The Power Value,/problems/sort-integers-by-the-power-value,free,70.0%,Medium,803,89,691,ALG
1388,Pizza With 3n Slices,/problems/pizza-with-3n-slices,free,48.5%,Hard,514,10,273,ALG
1389,Create Target Array in the Given Order,/problems/create-target-array-in-the-given-order,free,85.5%,Easy,955,1124,192,ALG
1390,Four Divisors,/problems/four-divisors,free,40.7%,Medium,196,144,170,ALG
1391,Check if There is a Valid Path in a Grid,/problems/check-if-there-is-a-valid-path-in-a-grid,free,46.4%,Medium,530,238,460,ALG
1392,Longest Happy Prefix,/problems/longest-happy-prefix,free,44.3%,Hard,607,24,208,ALG
1393,Capital Gain/Loss,/problems/capital-gainloss,premium,90.8%,Medium,124,19,280,DB
1394,Find Lucky Integer in an Array,/problems/find-lucky-integer-in-an-array,free,63.6%,Easy,602,19,201,ALG
1395,Count Number of Teams,/problems/count-number-of-teams,free,69.6%,Medium,1814,159,268,ALG
1396,Design Underground System,/problems/design-underground-system,free,71.8%,Medium,1183,65,435,ALG
1397,Find All Good Strings,/problems/find-all-good-strings,free,40.5%,Hard,273,101,341,ALG
1398,Customers Who Bought Products A and B but Not C,/problems/customers-who-bought-products-a-and-b-but-not-c,premium,79.0%,Medium,155,7,322,DB
1399,Count Largest Group,/problems/count-largest-group,free,66.7%,Easy,256,645,152,ALG
1400,Construct K Palindrome Strings,/problems/construct-k-palindrome-strings,free,63.8%,Medium,670,67,139,ALG
1401,Circle and Rectangle Overlapping,/problems/circle-and-rectangle-overlapping,free,43.7%,Medium,218,55,458,ALG
1402,Reducing Dishes,/problems/reducing-dishes,free,72.6%,Hard,890,134,480,ALG
1403,Minimum Subsequence in Non-Increasing Order,/problems/minimum-subsequence-in-non-increasing-order,free,72.2%,Easy,337,371,582,ALG
1404,Number of Steps to Reduce a Number in Binary Representation to One,/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,free,50.7%,Medium,450,42,310,ALG
1405,Longest Happy String,/problems/longest-happy-string,free,56.3%,Medium,1046,172,331,ALG
1406,Stone Game III,/problems/stone-game-iii,free,60.3%,Hard,943,21,801,ALG
1407,Top Travellers,/problems/top-travellers,premium,83.5%,Easy,95,9,308,DB
1408,String Matching in an Array,/problems/string-matching-in-an-array,free,63.8%,Easy,493,70,233,ALG
1409,Queries on a Permutation With Key,/problems/queries-on-a-permutation-with-key,free,82.7%,Medium,321,516,223,ALG
1410,HTML Entity Parser,/problems/html-entity-parser,free,52.7%,Medium,130,253,357,ALG
1411,Number of Ways to Paint N × 3 Grid,/problems/number-of-ways-to-paint-n-3-grid,free,61.8%,Hard,738,34,444,ALG
1412,Find the Quiet Students in All Exams,/problems/find-the-quiet-students-in-all-exams,premium,62.6%,Hard,142,11,371,DB
1413,Minimum Value to Get Positive Step by Step Sum,/problems/minimum-value-to-get-positive-step-by-step-sum,free,68.7%,Easy,987,223,296,ALG
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,free,65.1%,Medium,652,51,182,ALG
1415,The k-th Lexicographical String of All Happy Strings of Length n,/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,free,71.3%,Medium,640,15,389,ALG
1416,Restore The Array,/problems/restore-the-array,free,37.8%,Hard,341,13,456,ALG
1417,Reformat The String,/problems/reformat-the-string,free,56.4%,Easy,383,73,413,ALG
1418,Display Table of Food Orders in a Restaurant,/problems/display-table-of-food-orders-in-a-restaurant,free,72.1%,Medium,192,331,787,ALG
1419,Minimum Number of Frogs Croaking,/problems/minimum-number-of-frogs-croaking,free,49.6%,Medium,618,38,512,ALG
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,free,64.6%,Hard,394,10,355,ALG
1421,NPV Queries,/problems/npv-queries,premium,83.5%,Easy,26,235,183,DB
1422,Maximum Score After Splitting a String,/problems/maximum-score-after-splitting-a-string,free,57.8%,Easy,476,24,287,ALG
1423,Maximum Points You Can Obtain from Cards,/problems/maximum-points-you-can-obtain-from-cards,free,49.9%,Medium,2674,106,419,ALG
1424,Diagonal Traverse II,/problems/diagonal-traverse-ii,free,49.8%,Medium,792,74,106,ALG
1425,Constrained Subsequence Sum,/problems/constrained-subsequence-sum,free,46.4%,Hard,752,30,406,ALG
1426,Counting Elements,/problems/counting-elements,premium,59.5%,Easy,83,17,151,ALG
1427,Perform String Shifts,/problems/perform-string-shifts,premium,54.0%,Easy,138,2,167,ALG
1428,Leftmost Column with at Least a One,/problems/leftmost-column-with-at-least-a-one,premium,52.4%,Medium,907,111,698,ALG
1429,First Unique Number,/problems/first-unique-number,premium,52.2%,Medium,423,20,121,ALG
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,premium,45.7%,Medium,141,9,340,ALG
1431,Kids With the Greatest Number of Candies,/problems/kids-with-the-greatest-number-of-candies,free,87.8%,Easy,1466,265,490,ALG
1432,Max Difference You Can Get From Changing an Integer,/problems/max-difference-you-can-get-from-changing-an-integer,free,43.3%,Medium,136,183,227,ALG
1433,Check If a String Can Break Another String,/problems/check-if-a-string-can-break-another-string,free,68.4%,Medium,485,108,303,ALG
1434,Number of Ways to Wear Different Hats to Each Other,/problems/number-of-ways-to-wear-different-hats-to-each-other,free,41.9%,Hard,580,7,294,ALG
1435,Create a Session Bar Chart,/problems/create-a-session-bar-chart,premium,78.3%,Easy,107,185,332,DB
1436,Destination City,/problems/destination-city,free,77.7%,Easy,914,59,342,ALG
1437,Check If All 1's Are at Least Length K Places Away,/problems/check-if-all-1s-are-at-least-length-k-places-away,free,60.1%,Easy,384,192,135,ALG
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,free,46.0%,Medium,1996,84,211,ALG
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,free,61.5%,Hard,813,10,237,ALG
